State Exports by NAICS Commodities,,,,
Current date: 03/15/2026 5:00 PM (Eastern Daylight Time),,,,
Measures: Total Exports Value ($US),,,,
State,Commodity,Country,Time,Total Exports Value ($US)
All States,325 Chemicals,Georgia,2023,"37,657,745"
All States,325 Chemicals,Georgia,2024,"36,315,828"
All States,325 Chemicals,Georgia,2025,"46,026,636"
All States,325 Chemicals,Georgia,2026 through January,"2,707,801"
All States,325 Chemicals,Germany,2020,"10,822,150,800"
All States,325 Chemicals,Germany,2021,"11,463,967,690"
All States,325 Chemicals,Germany,2022,"12,711,772,163"
All States,325 Chemicals,Germany,2023,"13,167,239,399"
All States,325 Chemicals,Germany,2024,"14,613,435,165"
All States,325 Chemicals,Germany,2025,"17,689,740,969"
All States,325 Chemicals,Germany,2026 through January,"1,212,806,010"
All States,325 Chemicals,Ghana,2020,"105,471,899"
All States,325 Chemicals,Ghana,2021,"137,309,892"
All States,325 Chemicals,Ghana,2022,"150,639,747"
All States,325 Chemicals,Ghana,2023,"145,491,991"
All States,325 Chemicals,Ghana,2024,"211,082,051"
All States,325 Chemicals,Ghana,2025,"213,397,343"
All States,325 Chemicals,Ghana,2026 through January,"9,255,936"
All States,325 Chemicals,Gibraltar,2020,"9,281,041"
All States,325 Chemicals,Gibraltar,2021,"49,722"
All States,325 Chemicals,Gibraltar,2022,"12,508,223"
All States,325 Chemicals,Gibraltar,2023,"127,727"
All States,325 Chemicals,Gibraltar,2024,"36,661"
All States,325 Chemicals,Gibraltar,2025,"25,746"
All States,325 Chemicals,Gibraltar,2026 through January,"4,150"
All States,325 Chemicals,Greece,2020,"138,719,351"
All States,325 Chemicals,Greece,2021,"140,838,640"
All States,325 Chemicals,Greece,2022,"163,633,863"
All States,325 Chemicals,Greece,2023,"156,219,218"
All States,325 Chemicals,Greece,2024,"196,889,664"
All States,325 Chemicals,Greece,2025,"201,023,288"
All States,325 Chemicals,Greece,2026 through January,"15,011,482"
All States,325 Chemicals,Greenland,2020,"25,867"
All States,325 Chemicals,Greenland,2021,"76,692"
All States,325 Chemicals,Greenland,2022,"22,780"
All States,325 Chemicals,Greenland,2023,"98,874"
All States,325 Chemicals,Greenland,2024,"238,884"
All States,325 Chemicals,Greenland,2025,"241,562"
All States,325 Chemicals,Greenland,2026 through January,"30,392"
All States,325 Chemicals,Grenada,2020,"7,857,674"
All States,325 Chemicals,Grenada,2021,"7,909,234"
All States,325 Chemicals,Grenada,2022,"8,782,479"
All States,325 Chemicals,Grenada,2023,"11,621,005"
All States,325 Chemicals,Grenada,2024,"9,885,583"
All States,325 Chemicals,Grenada,2025,"10,068,799"
All States,325 Chemicals,Grenada,2026 through January,"1,073,065"
All States,325 Chemicals,Guadeloupe,2020,"5,886,085"
All States,325 Chemicals,Guadeloupe,2021,"6,547,655"
All States,325 Chemicals,Guadeloupe,2022,"8,717,391"
All States,325 Chemicals,Guadeloupe,2023,"7,412,104"
All States,325 Chemicals,Guadeloupe,2024,"5,768,777"
All States,325 Chemicals,Guadeloupe,2025,"5,887,121"
All States,325 Chemicals,Guadeloupe,2026 through January,"382,664"
All States,325 Chemicals,Guatemala,2020,"512,489,455"
All States,325 Chemicals,Guatemala,2021,"737,031,574"
All States,325 Chemicals,Guatemala,2022,"767,156,606"
All States,325 Chemicals,Guatemala,2023,"671,566,377"
All States,325 Chemicals,Guatemala,2024,"751,860,628"
All States,325 Chemicals,Guatemala,2025,"763,838,142"
All States,325 Chemicals,Guatemala,2026 through January,"54,631,353"
All States,325 Chemicals,Guinea,2020,"24,225,719"
All States,325 Chemicals,Guinea,2021,"35,809,661"
All States,325 Chemicals,Guinea,2022,"26,670,539"
All States,325 Chemicals,Guinea,2023,"28,758,815"
All States,325 Chemicals,Guinea,2024,"34,255,697"
All States,325 Chemicals,Guinea,2025,"51,274,458"
All States,325 Chemicals,Guinea,2026 through January,"6,354,643"
All States,325 Chemicals,Guinea-Bissau,2020,"31,811"
All States,325 Chemicals,Guinea-Bissau,2021,"22,491"
All States,325 Chemicals,Guinea-Bissau,2023,"2,600"
All States,325 Chemicals,Guinea-Bissau,2024,"63,268"
All States,325 Chemicals,Guinea-Bissau,2025,"71,656"
All States,325 Chemicals,Guyana,2020,"54,488,464"
All States,325 Chemicals,Guyana,2021,"72,448,245"
All States,325 Chemicals,Guyana,2022,"90,971,539"
All States,325 Chemicals,Guyana,2023,"112,758,588"
All States,325 Chemicals,Guyana,2024,"110,657,567"
All States,325 Chemicals,Guyana,2025,"142,227,002"
All States,325 Chemicals,Guyana,2026 through January,"11,600,328"
All States,325 Chemicals,Haiti,2020,"47,837,695"
All States,325 Chemicals,Haiti,2021,"52,090,946"
All States,325 Chemicals,Haiti,2022,"50,095,960"
All States,325 Chemicals,Haiti,2023,"45,286,623"
All States,325 Chemicals,Haiti,2024,"47,372,970"
All States,325 Chemicals,Haiti,2025,"39,937,450"
All States,325 Chemicals,Haiti,2026 through January,"3,195,331"
All States,325 Chemicals,Honduras,2020,"250,818,642"
All States,325 Chemicals,Honduras,2021,"395,709,376"
All States,325 Chemicals,Honduras,2022,"441,747,770"
All States,325 Chemicals,Honduras,2023,"327,798,829"
All States,325 Chemicals,Honduras,2024,"338,396,969"
All States,325 Chemicals,Honduras,2025,"304,887,408"
All States,325 Chemicals,Honduras,2026 through January,"19,318,896"
All States,325 Chemicals,Hong Kong,2020,"1,449,174,142"
All States,325 Chemicals,Hong Kong,2021,"1,682,451,901"
All States,325 Chemicals,Hong Kong,2022,"1,539,406,301"
All States,325 Chemicals,Hong Kong,2023,"1,170,443,061"
All States,325 Chemicals,Hong Kong,2024,"1,256,292,762"
All States,325 Chemicals,Hong Kong,2025,"1,340,441,951"
All States,325 Chemicals,Hong Kong,2026 through January,"83,288,920"
All States,325 Chemicals,Hungary,2020,"311,676,192"
All States,325 Chemicals,Hungary,2021,"365,892,387"
All States,325 Chemicals,Hungary,2022,"245,483,958"
All States,325 Chemicals,Hungary,2023,"413,549,601"
All States,325 Chemicals,Hungary,2024,"277,269,427"
All States,325 Chemicals,Hungary,2025,"322,864,887"
All States,325 Chemicals,Hungary,2026 through January,"20,408,783"
All States,325 Chemicals,Iceland,2020,"58,121,815"
All States,325 Chemicals,Iceland,2021,"54,088,544"
All States,325 Chemicals,Iceland,2022,"15,045,214"
All States,325 Chemicals,Iceland,2023,"13,773,459"
All States,325 Chemicals,Iceland,2024,"20,630,798"
All States,325 Chemicals,Iceland,2025,"20,923,641"
All States,325 Chemicals,Iceland,2026 through January,"1,364,729"
All States,325 Chemicals,India,2020,"4,292,376,448"
All States,325 Chemicals,India,2021,"5,030,287,044"
All States,325 Chemicals,India,2022,"5,548,562,671"
All States,325 Chemicals,India,2023,"5,999,109,692"
All States,325 Chemicals,India,2024,"5,081,744,485"
All States,325 Chemicals,India,2025,"5,662,111,542"
All States,325 Chemicals,India,2026 through January,"413,156,512"
All States,325 Chemicals,Indonesia,2020,"996,566,392"
All States,325 Chemicals,Indonesia,2021,"1,622,618,625"
All States,325 Chemicals,Indonesia,2022,"1,572,810,239"
All States,325 Chemicals,Indonesia,2023,"1,629,986,937"
All States,325 Chemicals,Indonesia,2024,"1,904,961,697"
All States,325 Chemicals,Indonesia,2025,"1,819,471,372"
All States,325 Chemicals,Indonesia,2026 through January,"102,258,654"
All States,325 Chemicals,Iran,2020,"9,430,826"
All States,325 Chemicals,Iran,2021,"10,653,332"
All States,325 Chemicals,Iran,2022,"10,718,213"
All States,325 Chemicals,Iran,2023,"16,357,834"
All States,325 Chemicals,Iran,2024,"46,354,406"
All States,325 Chemicals,Iran,2025,"30,982,208"
All States,325 Chemicals,Iran,2026 through January,"108,150"
All States,325 Chemicals,Iraq,2020,"103,815,452"
All States,325 Chemicals,Iraq,2021,"131,744,553"
All States,325 Chemicals,Iraq,2022,"71,290,036"
All States,325 Chemicals,Iraq,2023,"109,873,074"
All States,325 Chemicals,Iraq,2024,"183,344,774"
All States,325 Chemicals,Iraq,2025,"257,277,930"
All States,325 Chemicals,Iraq,2026 through January,"6,696,594"
All States,325 Chemicals,Ireland,2020,"3,920,228,685"
All States,325 Chemicals,Ireland,2021,"5,049,213,492"
All States,325 Chemicals,Ireland,2022,"5,103,884,950"
All States,325 Chemicals,Ireland,2023,"5,527,913,523"
All States,325 Chemicals,Ireland,2024,"6,081,047,285"
All States,325 Chemicals,Ireland,2025,"7,335,240,441"
All States,325 Chemicals,Ireland,2026 through January,"588,885,846"
All States,325 Chemicals,Israel,2020,"1,074,672,528"
All States,325 Chemicals,Israel,2021,"1,111,376,333"
All States,325 Chemicals,Israel,2022,"1,585,436,593"
All States,325 Chemicals,Israel,2023,"1,339,338,104"
All States,325 Chemicals,Israel,2024,"1,548,968,288"
All States,325 Chemicals,Israel,2025,"1,715,038,891"
All States,325 Chemicals,Israel,2026 through January,"129,047,831"
All States,325 Chemicals,Italy,2020,"4,589,579,449"
All States,325 Chemicals,Italy,2021,"4,447,224,372"
All States,325 Chemicals,Italy,2022,"4,834,183,943"
All States,325 Chemicals,Italy,2023,"6,674,231,642"
All States,325 Chemicals,Italy,2024,"11,593,616,768"
All States,325 Chemicals,Italy,2025,"20,106,074,222"
All States,325 Chemicals,Italy,2026 through January,"939,263,314"
All States,325 Chemicals,Jamaica,2020,"169,207,314"
All States,325 Chemicals,Jamaica,2021,"221,047,604"
All States,325 Chemicals,Jamaica,2022,"279,442,904"
All States,325 Chemicals,Jamaica,2023,"301,648,542"
All States,325 Chemicals,Jamaica,2024,"277,005,931"
All States,325 Chemicals,Jamaica,2025,"325,069,530"
All States,325 Chemicals,Jamaica,2026 through January,"30,292,610"
All States,325 Chemicals,Japan,2020,"9,471,773,719"
All States,325 Chemicals,Japan,2021,"11,888,941,401"
All States,325 Chemicals,Japan,2022,"14,750,473,707"
All States,325 Chemicals,Japan,2023,"14,019,738,249"
All States,325 Chemicals,Japan,2024,"15,605,433,376"
All States,325 Chemicals,Japan,2025,"14,616,291,709"
All States,325 Chemicals,Japan,2026 through January,"1,038,830,806"
All States,325 Chemicals,Jordan,2020,"48,659,180"
All States,325 Chemicals,Jordan,2021,"76,070,622"
All States,325 Chemicals,Jordan,2022,"101,567,622"
All States,325 Chemicals,Jordan,2023,"76,379,093"
All States,325 Chemicals,Jordan,2024,"107,302,112"
All States,325 Chemicals,Jordan,2025,"107,114,086"
All States,325 Chemicals,Jordan,2026 through January,"5,014,560"
All States,325 Chemicals,Kazakhstan,2020,"36,857,583"
All States,325 Chemicals,Kazakhstan,2021,"39,880,052"
All States,325 Chemicals,Kazakhstan,2022,"71,351,812"
All States,325 Chemicals,Kazakhstan,2023,"70,830,133"
All States,325 Chemicals,Kazakhstan,2024,"75,721,762"
All States,325 Chemicals,Kazakhstan,2025,"77,860,971"
All States,325 Chemicals,Kazakhstan,2026 through January,"4,863,490"
All States,325 Chemicals,Kenya,2020,"57,167,285"
All States,325 Chemicals,Kenya,2021,"95,723,156"
All States,325 Chemicals,Kenya,2022,"108,738,734"
All States,325 Chemicals,Kenya,2023,"161,534,410"
All States,325 Chemicals,Kenya,2024,"165,939,240"
All States,325 Chemicals,Kenya,2025,"383,898,174"
All States,325 Chemicals,Kenya,2026 through January,"14,636,225"
All States,325 Chemicals,Kiribati,2020,"34,105"
All States,325 Chemicals,Kiribati,2021,"52,637"
All States,325 Chemicals,Kiribati,2022,"694,501"
All States,325 Chemicals,Kiribati,2023,"265,953"
All States,325 Chemicals,Kiribati,2024,"27,498"
All States,325 Chemicals,Kiribati,2025,"22,702"
All States,325 Chemicals,Kiribati,2026 through January,"32,294"
All States,325 Chemicals,"Korea, North",2023,"128,000"
All States,325 Chemicals,"Korea, North",2024,"1,479,141"
All States,325 Chemicals,"Korea, North",2025,"548,273"
All States,325 Chemicals,"Korea, South",2020,"7,123,541,010"
All States,325 Chemicals,"Korea, South",2021,"8,489,023,628"
All States,325 Chemicals,"Korea, South",2022,"9,327,604,672"
All States,325 Chemicals,"Korea, South",2023,"8,373,570,837"
All States,325 Chemicals,"Korea, South",2024,"8,050,213,654"
All States,325 Chemicals,"Korea, South",2025,"7,708,037,912"
All States,325 Chemicals,"Korea, South",2026 through January,"651,241,678"
All States,325 Chemicals,Kosovo,2020,"1,502,836"
All States,325 Chemicals,Kosovo,2021,"5,141,707"
All States,325 Chemicals,Kosovo,2022,"5,274,188"
All States,325 Chemicals,Kosovo,2023,"2,396,665"
All States,325 Chemicals,Kosovo,2024,"4,948,277"
All States,325 Chemicals,Kosovo,2025,"2,745,971"
All States,325 Chemicals,Kosovo,2026 through January,"385,158"
All States,325 Chemicals,Kuwait,2020,"205,906,996"
All States,325 Chemicals,Kuwait,2021,"180,128,765"
All States,325 Chemicals,Kuwait,2022,"248,104,946"
All States,325 Chemicals,Kuwait,2023,"286,504,815"
All States,325 Chemicals,Kuwait,2024,"390,331,703"
All States,325 Chemicals,Kuwait,2025,"485,165,164"
All States,325 Chemicals,Kuwait,2026 through January,"18,174,059"
All States,325 Chemicals,Kyrgyzstan,2020,"241,685"
All States,325 Chemicals,Kyrgyzstan,2021,"2,782,685"
All States,325 Chemicals,Kyrgyzstan,2022,"4,434,734"
All States,325 Chemicals,Kyrgyzstan,2023,"5,870,343"
All States,325 Chemicals,Kyrgyzstan,2024,"6,802,742"
All States,325 Chemicals,Kyrgyzstan,2025,"9,423,677"
All States,325 Chemicals,Kyrgyzstan,2026 through January,"657,370"
All States,325 Chemicals,Laos,2020,"2,184,893"
All States,325 Chemicals,Laos,2021,"7,739,800"
All States,325 Chemicals,Laos,2022,"11,107,608"
All States,325 Chemicals,Laos,2023,"5,688,216"
All States,325 Chemicals,Laos,2024,"279,977"
All States,325 Chemicals,Laos,2025,"1,314,300"
All States,325 Chemicals,Laos,2026 through January,"23,709"
All States,325 Chemicals,Latvia,2020,"25,150,413"
All States,325 Chemicals,Latvia,2021,"31,262,557"
All States,325 Chemicals,Latvia,2022,"43,415,398"
All States,325 Chemicals,Latvia,2023,"38,125,156"
All States,325 Chemicals,Latvia,2024,"76,642,994"
All States,325 Chemicals,Latvia,2025,"41,338,150"
All States,325 Chemicals,Latvia,2026 through January,"2,176,110"
All States,325 Chemicals,Lebanon,2020,"100,751,553"
All States,325 Chemicals,Lebanon,2021,"63,084,831"
All States,325 Chemicals,Lebanon,2022,"45,232,160"
All States,325 Chemicals,Lebanon,2023,"56,722,716"
All States,325 Chemicals,Lebanon,2024,"86,080,364"
All States,325 Chemicals,Lebanon,2025,"106,322,735"
All States,325 Chemicals,Lebanon,2026 through January,"10,068,309"
All States,325 Chemicals,Lesotho,2020,"63,453"
All States,325 Chemicals,Lesotho,2021,"1,740,720"
All States,325 Chemicals,Lesotho,2022,"3,784,654"
All States,325 Chemicals,Lesotho,2023,"627,901"
All States,325 Chemicals,Lesotho,2024,"72,023"
All States,325 Chemicals,Lesotho,2025,"91,571"
All States,325 Chemicals,Liberia,2020,"3,978,185"
All States,325 Chemicals,Liberia,2021,"8,765,712"
All States,325 Chemicals,Liberia,2022,"11,434,242"
All States,325 Chemicals,Liberia,2023,"12,600,978"
All States,325 Chemicals,Liberia,2024,"8,950,117"
All States,325 Chemicals,Liberia,2025,"9,377,476"
All States,325 Chemicals,Liberia,2026 through January,"179,058"
All States,325 Chemicals,Libya,2020,"33,323,770"
All States,325 Chemicals,Libya,2021,"46,303,752"
All States,325 Chemicals,Libya,2022,"33,359,591"
All States,325 Chemicals,Libya,2023,"35,658,320"
All States,325 Chemicals,Libya,2024,"50,731,815"
All States,325 Chemicals,Libya,2025,"80,868,516"
All States,325 Chemicals,Libya,2026 through January,"24,570,298"
All States,325 Chemicals,Liechtenstein,2020,"31,383"
All States,325 Chemicals,Liechtenstein,2021,"136,682"
All States,325 Chemicals,Liechtenstein,2022,"229,772"
All States,325 Chemicals,Liechtenstein,2023,"121,236"
All States,325 Chemicals,Liechtenstein,2024,"3,665,680"
All States,325 Chemicals,Liechtenstein,2025,"4,567,464"
All States,325 Chemicals,Liechtenstein,2026 through January,"406,460"
All States,325 Chemicals,Lithuania,2020,"89,809,923"
All States,325 Chemicals,Lithuania,2021,"115,594,474"
All States,325 Chemicals,Lithuania,2022,"296,739,863"
All States,325 Chemicals,Lithuania,2023,"144,828,971"
All States,325 Chemicals,Lithuania,2024,"144,331,030"
All States,325 Chemicals,Lithuania,2025,"160,946,329"
All States,325 Chemicals,Lithuania,2026 through January,"9,822,475"
All States,325 Chemicals,Luxembourg,2020,"104,648,076"
All States,325 Chemicals,Luxembourg,2021,"131,670,562"
All States,325 Chemicals,Luxembourg,2022,"100,865,901"
All States,325 Chemicals,Luxembourg,2023,"1,013,951,927"
All States,325 Chemicals,Luxembourg,2024,"57,007,420"
All States,325 Chemicals,Luxembourg,2025,"106,576,114"
All States,325 Chemicals,Luxembourg,2026 through January,"17,435,723"
All States,325 Chemicals,Macau,2020,"2,924,877"
All States,325 Chemicals,Macau,2021,"3,429,289"
All States,325 Chemicals,Macau,2022,"2,244,749"
All States,325 Chemicals,Macau,2023,"3,086,967"
All States,325 Chemicals,Macau,2024,"2,162,820"
All States,325 Chemicals,Macau,2025,"2,473,759"
All States,325 Chemicals,Macau,2026 through January,"134,354"
All States,325 Chemicals,Macedonia,2020,"9,311,316"
All States,325 Chemicals,Macedonia,2021,"14,189,653"
All States,325 Chemicals,Macedonia,2022,"7,153,927"
All States,325 Chemicals,Macedonia,2023,"4,584,433"
All States,325 Chemicals,Macedonia,2024,"7,431,728"
All States,325 Chemicals,Macedonia,2025,"5,954,154"
All States,325 Chemicals,Macedonia,2026 through January,"683,217"
All States,325 Chemicals,Madagascar,2020,"2,720,521"
All States,325 Chemicals,Madagascar,2021,"7,194,029"
All States,325 Chemicals,Madagascar,2022,"10,748,890"
All States,325 Chemicals,Madagascar,2023,"4,641,775"
All States,325 Chemicals,Madagascar,2024,"4,288,977"
All States,325 Chemicals,Madagascar,2025,"6,860,585"
All States,325 Chemicals,Madagascar,2026 through January,"101,370"
